Sample,FunctionalGroup,METHOD,MAE,MRAE,JSD,LEVEL
IFCB1_2009_022_005008,Diatom,CC,0.004406556132641959,0.015414545536929227,0.309348921907876,AutoClass
IFCB1_2009_022_005008,Dinoflagellata,CC,0.003987534958050198,0.5388560754121889,,AutoClass
IFCB1_2009_022_005008,Flagellate,CC,0.027566260487415284,0.044074283295891414,0.0692972048080426,AutoClass
IFCB1_2009_022_005008,Other,CC,0.027960075908909116,0.34387007636095335,0.1303855759786538,AutoClass
IFCB1_2009_022_005008,Ciliate,CC,4.794246903800162e-06,0.0009588493807600323,,AutoClass
IFCB1_2009_034_002158,Diatom,CC,0.006657945619336275,0.04776829975130059,0.5356381997518546,AutoClass
IFCB1_2009_034_002158,Dinoflagellata,CC,0.003627673716012001,0.5152945619335229,,AutoClass
IFCB1_2009_034_002158,Flagellate,CC,0.013283746223565096,0.01742542006449404,0.071457099333437,AutoClass
IFCB1_2009_034_002158,Other,CC,0.018734048338368503,0.2428892562993453,0.1192954939055494,AutoClass
IFCB1_2009_034_002158,Ciliate,CC,0.0024100302114805003,0.12604760520295502,0.2579579616013717,AutoClass
IFCB1_2009_034_004443,Diatom,CC,0.016278447837150795,0.07061926960717885,0.5439290374437517,AutoClass
IFCB1_2009_034_004443,Dinoflagellata,CC,0.0010246819338421993,0.14432139913270411,,AutoClass
IFCB1_2009_034_004443,Flagellate,CC,0.023420330788804233,0.0361519700983348,0.1320269298586952,AutoClass
IFCB1_2009_034_004443,Other,CC,0.038677073791348604,0.3585526447700807,0.1151726244434517,AutoClass
IFCB1_2009_034_004443,Ciliate,CC,2.9770992366999482e-06,0.0002546705933875063,,AutoClass
IFCB1_2009_041_200046,Diatom,CC,0.007000010741139651,0.0393900778861046,0.5920338692346933,AutoClass
IFCB1_2009_041_200046,Dinoflagellata,CC,0.0075153168635876,0.5023607529136096,,AutoClass
IFCB1_2009_041_200046,Flagellate,CC,0.01020815252416718,0.014991926281251825,0.1009868384006261,AutoClass
IFCB1_2009_041_200046,Other,CC,0.004302491944145892,0.03470311295487895,0.1257639575730779,AutoClass
IFCB1_2009_041_200046,Ciliate,CC,4.683136412299976e-06,0.0006294538188575238,,AutoClass
IFCB1_2009_041_201714,Diatom,CC,0.002377647058822624,0.013764310865014614,0.5906229615352646,AutoClass
IFCB1_2009_041_201714,Dinoflagellata,CC,0.0023582352941178986,0.1846699525542599,,AutoClass
IFCB1_2009_041_201714,Flagellate,CC,0.011762352941176335,0.01600058893946068,0.1203220969568657,AutoClass
IFCB1_2009_041_201714,Other,CC,0.009416470588235394,0.13599755326740892,,AutoClass
IFCB1_2009_041_201714,Ciliate,CC,0.0023552941176471012,0.15577342047930562,,AutoClass
IFCB1_2009_041_202359,Diatom,CC,0.007730526986824499,0.04489533066278239,0.5793013781330534,AutoClass
IFCB1_2009_041_202359,Dinoflagellata,CC,0.005520127496812599,0.4750540014468675,,AutoClass
IFCB1_2009_041_202359,Flagellate,CC,0.009352065448363533,0.013189943229995251,0.0849835043978681,AutoClass
IFCB1_2009_041_202359,Other,CC,0.01188734806629839,0.11129433635706759,0.0844557878601183,AutoClass
IFCB1_2009_041_202359,Ciliate,CC,0.00043488312792169977,0.08299296334383584,,AutoClass
IFCB1_2009_041_204230,Diatom,CC,0.021878251366120004,0.436169285608453,,AutoClass
IFCB1_2009_041_204230,Dinoflagellata,CC,0.0,0.0,,AutoClass
IFCB1_2009_041_204230,Flagellate,CC,2.459016393396851e-06,2.826943028564524e-06,0.1164604783507354,AutoClass
IFCB1_2009_041_204230,Other,CC,0.02185415300546461,0.32828831313601636,,AutoClass
IFCB1_2009_041_204230,Ciliate,CC,3.4426229508013884e-06,0.00019796566709611205,,AutoClass
IFCB1_2009_041_204709,Diatom,CC,0.011955732899022437,0.0631342498760228,0.6079478242048535,AutoClass
IFCB1_2009_041_204709,Dinoflagellata,CC,0.005976894679696001,0.5279942296551238,,AutoClass
IFCB1_2009_041_204709,Flagellate,CC,0.001623344191096554,0.002467463430759316,0.1130928046873168,AutoClass
IFCB1_2009_041_204709,Other,CC,0.009229728555917471,0.06593605197826455,0.1195720390328415,AutoClass
IFCB1_2009_041_204709,Ciliate,CC,0.0016275461454939993,0.2531175964998444,,AutoClass
IFCB1_2009_041_210044,Diatom,CC,0.003650733496333519,0.024121133110892097,0.5830939728637413,AutoClass
IFCB1_2009_041_210044,Dinoflagellata,CC,0.0012200733496334007,0.07223643277876854,,AutoClass
IFCB1_2009_041_210044,Flagellate,CC,0.002446136919315167,0.0031719814299248764,0.1086502698095924,AutoClass
IFCB1_2009_041_210044,Other,CC,0.004889706601466801,0.08924450814869138,0.117420630514585,AutoClass
IFCB1_2009_041_210044,Ciliate,CC,0.0024350366748167995,0.22609439877593313,,AutoClass
IFCB1_2009_051_001203,Diatom,CC,0.001041154235571412,0.009674356398173314,0.6002532803806004,AutoClass
IFCB1_2009_051_001203,Dinoflagellata,CC,0.003044873439082,0.37684077216361384,,AutoClass
IFCB1_2009_051_001203,Flagellate,CC,0.035767451906851155,0.04294224164007487,0.0381473760377241,AutoClass
IFCB1_2009_051_001203,Other,CC,0.031731491731353305,0.6355195620138856,0.1208219666826523,AutoClass
IFCB1_2009_051_001203,Ciliate,CC,6.7499156400537e-08,1.0546743187583906e-05,,AutoClass
IFCB1_2009_051_003517,Diatom,CC,0.005934243565600628,0.043554081215417435,0.5814053202189794,AutoClass
IFCB1_2009_051_003517,Dinoflagellata,CC,0.002823942247332,0.34354528556350356,,AutoClass
IFCB1_2009_051_003517,Flagellate,CC,0.023230244821092372,0.030467493142056462,0.0513314033431935,AutoClass
IFCB1_2009_051_003517,Other,CC,0.026683433772755602,0.28227476751037345,0.1162573690244749,AutoClass
IFCB1_2009_051_003517,Ciliate,CC,0.00031288763339620005,0.08914177589635329,,AutoClass
IFCB1_2009_051_005834,Diatom,CC,0.004926992920899709,0.03440637514594769,0.632798770498274,AutoClass
IFCB1_2009_051_005834,Dinoflagellata,CC,0.0012302493074791004,0.1522585776583045,,AutoClass
IFCB1_2009_051_005834,Flagellate,CC,0.028000757156048106,0.035827669928664055,0.0368521732776039,AutoClass
IFCB1_2009_051_005834,Other,CC,0.03231520467836249,0.4745257662020923,0.1252844788988355,AutoClass
IFCB1_2009_051_005834,Ciliate,CC,0.0006177039088950996,0.1513980168860538,,AutoClass
IFCB1_2009_067_000255,Diatom,CC,0.005653177805800096,0.19027862018849195,0.7060687351737766,AutoClass
IFCB1_2009_067_000255,Dinoflagellata,CC,0.0034700882723835017,0.331748400801482,0.2571004247117034,AutoClass
IFCB1_2009_067_000255,Flagellate,CC,0.009455926860025277,0.009970925143697238,0.0362510133901002,AutoClass
IFCB1_2009_067_000255,Other,CC,0.0066161160151324006,0.8332639817547105,,AutoClass
IFCB1_2009_067_000255,Ciliate,CC,0.0006267213114753006,0.07312967461788805,,AutoClass
IFCB1_2009_067_002610,Diatom,CC,0.004690573566083996,0.12317682684044103,0.6873987749064692,AutoClass
IFCB1_2009_067_002610,Dinoflagellata,CC,0.0009369825436410005,0.09629830869897231,,AutoClass
IFCB1_2009_067_002610,Flagellate,CC,0.01059715710723197,0.011256088529764376,0.0388317006901916,AutoClass
IFCB1_2009_067_002610,Other,CC,0.0071639900249376,0.9895013846598896,,AutoClass
IFCB1_2009_067_002610,Ciliate,CC,0.0003104239401496992,0.03660659671576642,,AutoClass
IFCB1_2009_067_004943,Diatom,CC,0.0058903100775185985,0.16204429374191467,0.6890997402987143,AutoClass
IFCB1_2009_067_004943,Dinoflagellata,CC,0.004342558139534701,0.6302696864346446,,AutoClass
IFCB1_2009_067_004943,Flagellate,CC,0.016746589147286883,0.017602233728846093,0.0339722232748703,AutoClass
IFCB1_2009_067_004943,Other,CC,0.006822558139534701,1.5470653377629708,,AutoClass
IFCB1_2009_067_004943,Ciliate,CC,0.00030883720930240024,0.05181832370845642,,AutoClass
IFCB1_2009_067_180909,Diatom,CC,0.005843746530988993,0.12954437000640637,0.7238395651924772,AutoClass
IFCB1_2009_067_180909,Dinoflagellata,CC,0.0049256244218315,1.1194600958707954,,AutoClass
IFCB1_2009_067_180909,Flagellate,CC,0.011407332716620422,0.012176133805072712,0.0302160185266515,AutoClass
IFCB1_2009_067_180909,Other,CC,0.0009242584027133998,0.07447690593983881,0.1756755813657422,AutoClass
IFCB1_2009_067_180909,Ciliate,CC,0.0003062966389146002,0.04908599982605773,,AutoClass
IFCB1_2009_067_183223,Diatom,CC,0.002826181533645916,0.056377050342029056,0.6941653423187154,AutoClass
IFCB1_2009_067_183223,Dinoflagellata,CC,0.0040736932707355,0.7159390633981546,,AutoClass
IFCB1_2009_067_183223,Flagellate,CC,0.008447261345853052,0.00907137172020302,0.0376490746929626,AutoClass
IFCB1_2009_067_183223,Other,CC,0.0015625508607197986,0.12734725841237152,0.1781557593570794,AutoClass
IFCB1_2009_067_183223,Ciliate,CC,5.1643192489000955e-06,0.0009060209208596659,,AutoClass
IFCB1_2009_067_185511,Diatom,CC,0.006045160981829098,0.14029150572822227,0.7253708278926064,AutoClass
IFCB1_2009_067_185511,Dinoflagellata,CC,0.0006342939113801998,0.08984333022382433,,AutoClass
IFCB1_2009_067_185511,Flagellate,CC,0.007013353522473897,0.007493139227190933,0.0289877214423259,AutoClass
IFCB1_2009_067_185511,Other,CC,0.000643860376155601,0.041088728535775436,0.1342296087891285,AutoClass
IFCB1_2009_067_185511,Ciliate,CC,0.0009577590054190999,0.29651981591922594,,AutoClass
IFCB1_2009_085_171811,Diatom,CC,0.0059619187089055906,0.15181865823543644,0.7113316300639019,AutoClass
IFCB1_2009_085_171811,Dinoflagellata,CC,0.11296997011356862,0.8886876188921382,0.223411734901866,AutoClass
IFCB1_2009_085_171811,Flagellate,CC,0.10161613269575598,0.127375224307452,0.0911883998549648,AutoClass
IFCB1_2009_085_171811,Other,CC,0.0035850747160788045,0.11835835972528241,0.0387335446183384,AutoClass
IFCB1_2009_085_171811,Ciliate,CC,0.0017868439928271015,0.16904862751438993,,AutoClass
IFCB1_2009_085_174126,Diatom,CC,0.0059872955288981025,0.14104347535684575,0.7218971980581296,AutoClass
IFCB1_2009_085_174126,Dinoflagellata,CC,0.0986865430752454,0.8386008079133702,0.2248728564080754,AutoClass
IFCB1_2009_085_174126,Flagellate,CC,0.09868182115594337,0.12338157957007712,0.0833179944587159,AutoClass
IFCB1_2009_085_174126,Other,CC,0.006546673936750302,0.18235860548050978,0.1459103629409464,AutoClass
IFCB1_2009_085_174126,Ciliate,CC,0.0005441003271537004,0.05927018814310462,,AutoClass
IFCB1_2009_085_180459,Diatom,CC,0.004482509960158705,0.15789045298199034,0.6700030859773248,AutoClass
IFCB1_2009_085_180459,Dinoflagellata,CC,0.0946158565737053,0.9047222850803719,0.2304383851552449,AutoClass
IFCB1_2009_085_180459,Flagellate,CC,0.08416872509960127,0.10054198781532732,0.0719218752308047,AutoClass
IFCB1_2009_085_180459,Other,CC,0.003976494023904199,0.14252666752344798,0.0388975133096403,AutoClass
IFCB1_2009_085_180459,Ciliate,CC,0.0019881274900397,0.2848320186303295,,AutoClass
IFCB1_2009_087_001047,Diatom,CC,0.0016118446601940013,0.06812530262865601,,AutoClass
IFCB1_2009_087_001047,Dinoflagellata,CC,3.7540453074998495e-06,0.0008853880442216627,,AutoClass
IFCB1_2009_087_001047,Flagellate,CC,0.01132556634304227,0.01173147539159133,0.0601392771521364,AutoClass
IFCB1_2009_087_001047,Other,CC,0.008089352750808899,0.7553083800942015,,AutoClass
IFCB1_2009_087_001047,Ciliate,CC,0.0016181229773462,1.6181229773461998,,AutoClass
IFCB1_2009_087_001524,Diatom,CC,0.002610952380951801,0.19675601966479284,0.8487504754700657,AutoClass
IFCB1_2009_087_001524,Dinoflagellata,CC,0.0011861904761904002,0.4251578767707528,,AutoClass
IFCB1_2009_087_001524,Flagellate,CC,0.007975238095238257,0.008130697022304723,0.0390981372332842,AutoClass
IFCB1_2009_087_001524,Other,CC,0.004281904761904701,0.6607877718988737,0.1459103629409464,AutoClass
IFCB1_2009_087_001524,Ciliate,CC,0.00012380952380959992,0.07738095238099996,,AutoClass
IFCB1_2009_087_003225,Diatom,CC,0.002089230769230104,0.07039187227864233,0.8970549770094249,AutoClass
IFCB1_2009_087_003225,Dinoflagellata,CC,0.0013986013986013,1.3986013986013,,AutoClass
IFCB1_2009_087_003225,Flagellate,CC,0.009094545454545355,0.009427916584990625,0.0471118073589415,AutoClass
IFCB1_2009_087_003225,Other,CC,0.005596713286713201,0.6440406543973763,,AutoClass
IFCB1_2009_087_003225,Ciliate,CC,0.0,0.0,,AutoClass
IFCB1_2009_087_003850,Diatom,CC,0.002219447731755402,0.16059679679850958,0.7826728150924057,AutoClass
IFCB1_2009_087_003850,Dinoflagellata,CC,0.0016051282051281997,0.6173570019723845,,AutoClass
IFCB1_2009_087_003850,Flagellate,CC,0.0075254437869825,0.007693154556310059,0.0346335636666189,AutoClass
IFCB1_2009_087_003850,Other,CC,0.003574497041420101,0.40208065707762675,0.1459103629409464,AutoClass
IFCB1_2009_087_003850,Ciliate,CC,0.0001163708086784999,0.07758053911899992,,AutoClass
IFCB1_2009_087_005743,Diatom,CC,0.0024635960591130983,0.09612157858420203,,AutoClass
IFCB1_2009_087_005743,Dinoflagellata,CC,0.0024630541871921,2.4630541871921,,AutoClass
IFCB1_2009_087_005743,Flagellate,CC,0.00492497536945824,0.005121699861124013,0.0306404402756821,AutoClass
IFCB1_2009_087_005743,Other,CC,4.729064039499589e-06,0.0003550348378002695,,AutoClass
IFCB1_2009_087_005743,Ciliate,CC,3.0541871921000927e-06,0.0008827130613006048,,AutoClass
IFCB1_2009_087_182026,Diatom,CC,0.016547220240025196,1.0189175024646056,0.7825647362370549,AutoClass
IFCB1_2009_087_182026,Dinoflagellata,CC,0.009410531949399701,1.4455502226420434,,AutoClass
IFCB1_2009_087_182026,Flagellate,CC,0.024649065844956297,0.025829743416525688,0.0498341420301175,AutoClass
IFCB1_2009_087_182026,Other,CC,0.001619717807330598,0.07125903243865367,0.1459103629409464,AutoClass
IFCB1_2009_087_182026,Ciliate,CC,0.0003210314628606997,0.061500280241513355,,AutoClass
IFCB1_2009_087_184358,Diatom,CC,0.0182664063149143,0.6154449567019642,0.7701472168053599,AutoClass
IFCB1_2009_087_184358,Dinoflagellata,CC,0.0124572870793518,2.8769716118595383,,AutoClass
IFCB1_2009_087_184358,Flagellate,CC,0.0361555504777733,0.03880891606944099,0.0787692365175926,AutoClass
IFCB1_2009_087_184358,Other,CC,0.004976398005816306,0.14710014796974005,0.1157429528685491,AutoClass
IFCB1_2009_087_184358,Ciliate,CC,0.00041545907768999937,0.07458870335547564,,AutoClass
IFCB1_2009_095_000225,Diatom,CC,0.0038458988455194014,0.13499118446891548,0.8046061046243604,AutoClass
IFCB1_2009_095_000225,Dinoflagellata,CC,0.0010995052226498,1.0995052226498,,AutoClass
IFCB1_2009_095_000225,Flagellate,CC,0.024742539857064427,0.025647379402380408,0.0362510133901002,AutoClass
IFCB1_2009_095_000225,Other,CC,0.019787135788894898,2.0190954886627446,,AutoClass
IFCB1_2009_095_000225,Ciliate,CC,0.0,0.0,,AutoClass
IFCB1_2009_095_000946,Diatom,CC,0.0007705323669073977,0.04257084900040871,0.8009234328723063,AutoClass
IFCB1_2009_095_000946,Dinoflagellata,CC,0.0016293126718318997,0.7685437131282544,,AutoClass
IFCB1_2009_095_000946,Flagellate,CC,0.019739410147463277,0.020596642404331556,0.0387731756766238,AutoClass
IFCB1_2009_095_000946,Other,CC,0.017254658835291002,0.6871628369291518,0.1459103629409464,AutoClass
IFCB1_2009_095_000946,Ciliate,CC,0.00013490627343149998,0.10879538179959676,,AutoClass
IFCB1_2009_095_002500,Diatom,CC,0.0004197002141322001,0.03228463185632309,,AutoClass
IFCB1_2009_095_002500,Dinoflagellata,CC,4.796573875799799e-06,0.0021037604718420174,,AutoClass
IFCB1_2009_095_002500,Flagellate,CC,0.016706959314775283,0.017092392771778896,0.0362510133901002,AutoClass
IFCB1_2009_095_002500,Other,CC,0.016274197002141298,1.499925990980765,,AutoClass
IFCB1_2009_095_002500,Ciliate,CC,1.7344753747999971e-06,0.0012129198425174805,,AutoClass
IFCB1_2009_095_003242,Diatom,CC,0.0020294242383566002,0.11426938279034911,0.7892863009461893,AutoClass
IFCB1_2009_095_003242,Dinoflagellata,CC,0.0029605153670648,1.3456888032112728,,AutoClass
IFCB1_2009_095_003242,Flagellate,CC,0.022416679640316794,0.023309915606352212,0.0382392638576052,AutoClass
IFCB1_2009_095_003242,Other,CC,0.0174425298617635,0.7853457839605358,0.1459103629409464,AutoClass
IFCB1_2009_095_003242,Ciliate,CC,4.210173131100021e-06,0.00372581693017701,,AutoClass
IFCB1_2009_095_004823,Diatom,CC,0.0030412646013202975,0.18156803589971923,0.8771604744223848,AutoClass
IFCB1_2009_095_004823,Dinoflagellata,CC,0.0015214880650076,1.0076079900712582,,AutoClass
IFCB1_2009_095_004823,Flagellate,CC,0.01574571356018295,0.016266401058051168,0.0316694981092854,AutoClass
IFCB1_2009_095_004823,Other,CC,0.011677216861350898,0.7190404471275182,,AutoClass
IFCB1_2009_095_004823,Ciliate,CC,0.0005142559674962,0.2032632282593676,,AutoClass
IFCB1_2009_095_005613,Diatom,CC,0.0034387822244042014,0.20133385388783379,0.7974939683413291,AutoClass
IFCB1_2009_095_005613,Dinoflagellata,CC,0.0029472698256813,1.9780334400545638,,AutoClass
IFCB1_2009_095_005613,Flagellate,CC,0.022104625583108217,0.022925828769636603,0.0394135137083406,AutoClass
IFCB1_2009_095_005613,Other,CC,0.015346496439970506,0.7435318042621369,0.1459103629409464,AutoClass
IFCB1_2009_095_005613,Ciliate,CC,0.0003720770930517001,0.23110378450416155,,AutoClass
IFCB1_2009_111_001351,Diatom,CC,0.001747585724282399,0.23939530469621906,,AutoClass
IFCB1_2009_111_001351,Dinoflagellata,CC,0.0013994751574527,1.0366482647797777,,AutoClass
IFCB1_2009_111_001351,Flagellate,CC,0.014691210636808893,0.015414780430202606,0.0298665029823746,AutoClass
IFCB1_2009_111_001351,Other,CC,0.011544149755073396,0.27297587503129334,0.1459103629409464,AutoClass
IFCB1_2009_111_001351,Ciliate,CC,0.0,0.0,,AutoClass
IFCB1_2009_111_002256,Diatom,CC,0.0009649826026436985,0.10309643190637804,0.8769206691252038,AutoClass
IFCB1_2009_111_002256,Dinoflagellata,CC,0.0005593249826025,0.2485888811566666,,AutoClass
IFCB1_2009_111_002256,Flagellate,CC,0.014054676409185896,0.014615776051815077,0.0393435831559475,AutoClass
IFCB1_2009_111_002256,Other,CC,0.012521189979122993,0.4085216958930829,0.1250352867081235,AutoClass
IFCB1_2009_111_002256,Ciliate,CC,8.211551844999865e-07,0.0007203115653508654,,AutoClass
IFCB1_2009_111_003629,Diatom,CC,0.0024737890504172994,0.24064095821179954,0.9078138600779044,AutoClass
IFCB1_2009_111_003629,Dinoflagellata,CC,0.0003134488091556002,0.10959748571874132,,AutoClass
IFCB1_2009_111_003629,Flagellate,CC,0.022578945252087923,0.023402478469427064,0.0387115169016871,AutoClass
IFCB1_2009_111_003629,Other,CC,0.0207286050108258,0.8053071099776922,0.1459103629409464,AutoClass
IFCB1_2009_111_003629,Ciliate,CC,0.00031,0.2366412213740458,,AutoClass
IFCB1_2009_111_004547,Diatom,CC,0.0019126567735755998,0.20926222905641131,0.8568357002847454,AutoClass
IFCB1_2009_111_004547,Dinoflagellata,CC,0.0011947917663952998,0.6946463758112208,,AutoClass
IFCB1_2009_111_004547,Flagellate,CC,0.018316357108664416,0.019023459082771015,0.0370118458341344,AutoClass
IFCB1_2009_111_004547,Other,CC,0.015319559597893703,0.511333764949723,0.1459103629409464,AutoClass
IFCB1_2009_111_004547,Ciliate,CC,0.00012065102920060002,0.08871399205926471,,AutoClass
IFCB1_2009_111_180423,Diatom,CC,0.0004319298245605008,0.04624516322917566,0.7954008071463939,AutoClass
IFCB1_2009_111_180423,Dinoflagellata,CC,0.00028942766752930015,0.11218126648422487,,AutoClass
IFCB1_2009_111_180423,Flagellate,CC,0.02617148691400628,0.029091713072193017,0.0440791297801976,AutoClass
IFCB1_2009_111_180423,Other,CC,0.02674425079091171,0.2910780451775327,0.1459103629409464,AutoClass
IFCB1_2009_111_180423,Ciliate,CC,0.00014859361518559998,0.09404659188962024,,AutoClass
IFCB1_2009_111_182348,Diatom,CC,4.516129032201138e-06,0.000498468988101671,,AutoClass
IFCB1_2009_111_182348,Dinoflagellata,CC,0.0,0.0,,AutoClass
IFCB1_2009_111_182348,Flagellate,CC,0.0403251612903226,0.044007727966564734,0.0575085366921553,AutoClass
IFCB1_2009_111_182348,Other,CC,0.040319677419354896,0.519516523893247,,AutoClass
IFCB1_2009_111_182348,Ciliate,CC,0.0,0.0,,AutoClass
IFCB1_2009_111_182751,Diatom,CC,0.0023654462458677014,0.226575310906868,0.8146175081248666,AutoClass
IFCB1_2009_111_182751,Dinoflagellata,CC,0.00015409885093660034,0.04023468692861628,,AutoClass
IFCB1_2009_111_182751,Flagellate,CC,0.026604807177711298,0.029718736375093605,0.0670042965884482,AutoClass
IFCB1_2009_111_182751,Other,CC,0.028958372422477605,0.30747900214990026,0.1459103629409464,AutoClass
IFCB1_2009_111_182751,Ciliate,CC,0.00016221784983470004,0.12383041972114507,,AutoClass
IFCB1_2009_111_184401,Diatom,CC,0.0013474577417173002,0.19005045722387873,,AutoClass
IFCB1_2009_111_184401,Dinoflagellata,CC,6.626098714998876e-07,0.00015128079257988302,,AutoClass
IFCB1_2009_111_184401,Flagellate,CC,0.033129012846517925,0.03674428283461577,0.0393336532100068,AutoClass
IFCB1_2009_111_184401,Other,CC,0.034483265720081195,0.38208604675990243,0.1459103629409464,AutoClass
IFCB1_2009_111_184401,Ciliate,CC,3.867478025700033e-06,0.002302070253392877,,AutoClass
IFCB1_2009_111_185049,Diatom,CC,0.00047160097028480126,0.05142867723934584,0.7705112119804588,AutoClass
IFCB1_2009_111_185049,Dinoflagellata,CC,0.000606070345664,0.3173143171015707,,AutoClass
IFCB1_2009_111_185049,Flagellate,CC,0.03835577319587624,0.043577687487503826,0.0602233318891584,AutoClass
IFCB1_2009_111_185049,Other,CC,0.039419872650091003,0.3515550936421208,0.1459103629409464,AutoClass
IFCB1_2009_111_185049,Ciliate,CC,3.5718617343999393e-06,0.002218547661117975,,AutoClass
IFCB1_2009_117_201046,Diatom,CC,0.0044235127978809,0.9786532738674559,,AutoClass
IFCB1_2009_117_201046,Dinoflagellata,CC,0.015441173874669097,0.33242570236101393,0.228846074154552,AutoClass
IFCB1_2009_117_201046,Flagellate,CC,0.01368279788172988,0.014699566926001398,0.0359422759804176,AutoClass
IFCB1_2009_117_201046,Other,CC,0.0022081994704326,0.12742062726096942,0.1194144357475667,AutoClass
IFCB1_2009_117_201046,Ciliate,CC,0.00044693733451029935,0.07626916971165518,,AutoClass
IFCB1_2009_117_203422,Diatom,CC,0.0049898085726172,0.7305722653905125,,AutoClass
IFCB1_2009_117_203422,Dinoflagellata,CC,0.016227166042447,0.5241332701048772,0.222022948975852,AutoClass
IFCB1_2009_117_203422,Flagellate,CC,0.01289774032459412,0.013693176975076302,0.0353777708162487,AutoClass
IFCB1_2009_117_203422,Other,CC,0.000837994173949301,0.0443383160819736,0.1171264186326622,AutoClass
IFCB1_2009_117_203422,Ciliate,CC,0.0008423886808158008,0.1312131901582244,,AutoClass
IFCB1_2009_117_205711,Diatom,CC,0.0046795744680848,1.1757724794182913,,AutoClass
IFCB1_2009_117_205711,Dinoflagellata,CC,0.012774042553191601,0.4813128316952374,0.2220868015428126,AutoClass
IFCB1_2009_117_205711,Flagellate,CC,0.015312978723404314,0.01642900074394017,0.0237091869732012,AutoClass
IFCB1_2009_117_205711,Other,CC,0.005105106382978793,0.13427423416567053,0.1459103629409464,AutoClass
IFCB1_2009_117_205711,Ciliate,CC,0.0021334042553192,0.48376513726058956,,AutoClass
